season,competition_stage,competition,match_status,match_week,home_team,home_team_id,home_managers,away_team_id,away_team,away_managers,stadium_id,referee_id,is_youth,is_international,country_name,season_name,count(DISTINCT match_id)
2015/2016,Regular Season,Ligue 1,available,18,Paris Saint-Germain,131,"[{""id"":3802,""name"":""Laurent Blanc"",""nickname"":null,""dob"":""1965-11-19"",""country"":{""id"":78,""name"":""France""}}]",137,Lyon,"[{""id"":3796,""name"":""Hubert Fournier"",""nickname"":null,""dob"":""1967-09-03"",""country"":{""id"":78,""name"":""France""}}]",154,78,false,false,France,2015/2016,1
2015/2016,Regular Season,La Liga,available,1,Espanyol,214,"[{""id"":576,""name"":""Sergio González Soriano"",""nickname"":""Sergio"",""dob"":""1976-11-10"",""country"":{""id"":214,""name"":""Spain""}}]",216,Getafe,"[{""id"":509,""name"":""Francisco Escriba Segura"",""nickname"":""Fran Escribá"",""dob"":""1965-05-03"",""country"":{""id"":214,""name"":""Spain""}}]",351,183,false,false,Spain,2015/2016,1
2019/2020,Regular Season,FA Women's Super League,available,7,West Ham United LFC,972,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",974,Reading WFC,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",4062,1690,false,false,England,2019/2020,1
2015/2016,Regular Season,Premier League,available,2,Swansea City,26,"[{""id"":270,""name"":""Garry Monk"",""nickname"":null,""dob"":""1979-03-06"",""country"":{""id"":68,""name"":""England""}}]",37,Newcastle United,"[{""id"":40,""name"":""Steve McClaren"",""nickname"":null,""dob"":""1961-05-03"",""country"":{""id"":68,""name"":""England""}}]",45,14,false,false,England,2015/2016,1
2015/2016,Regular Season,Premier League,available,1,AFC Bournemouth,28,"[{""id"":38,""name"":""Eddie Howe"",""nickname"":null,""dob"":""1977-11-29"",""country"":{""id"":68,""name"":""England""}}]",59,Aston Villa,"[{""id"":5003,""name"":""Tim Sherwood"",""nickname"":null,""dob"":""1969-02-06"",""country"":{""id"":68,""name"":""England""}}]",71,728,false,false,England,2015/2016,1
2022,Semi-finals,FIFA World Cup,available,6,France,771,"[{""id"":545,""name"":""Didier Deschamps"",""nickname"":null,""dob"":""1968-10-15"",""country"":{""id"":78,""name"":""France""}}]",788,Morocco,"[{""id"":1001086,""name"":""Hoalid Regragui"",""nickname"":null,""dob"":""1975-09-23"",""country"":{""id"":154,""name"":""Morocco""}}]",1001113,740,false,true,International,2022,1
2015/2016,Regular Season,Ligue 1,available,34,Lorient,165,"[{""id"":2983,""name"":""Sylvain Ripoll"",""nickname"":null,""dob"":""1971-08-15"",""country"":{""id"":78,""name"":""France""}}]",130,Toulouse,"[{""id"":433,""name"":""Pascal Dupraz"",""nickname"":null,""dob"":""1962-09-19"",""country"":{""id"":78,""name"":""France""}}]",204,715,false,false,France,2015/2016,1
2022,Round of 16,FIFA World Cup,available,4,France,771,"[{""id"":545,""name"":""Didier Deschamps"",""nickname"":null,""dob"":""1968-10-15"",""country"":{""id"":78,""name"":""France""}}]",789,Poland,"[{""id"":5294,""name"":""Czesław Michniewicz"",""nickname"":null,""dob"":""1970-02-12"",""country"":{""id"":182,""name"":""Poland""}}]",1000838,1847,false,true,International,2022,1
2015/2016,Regular Season,Premier League,available,23,West Bromwich Albion,27,"[{""id"":300,""name"":""Tony Pulis"",""nickname"":null,""dob"":""1958-01-16"",""country"":{""id"":249,""name"":""Wales""}}]",59,Aston Villa,"[{""id"":92,""name"":""Rémi Garde"",""nickname"":null,""dob"":""1966-04-03"",""country"":{""id"":78,""name"":""France""}}]",33,9,false,false,England,2015/2016,1
2015/2016,Regular Season,Premier League,available,24,Everton,29,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",37,Newcastle United,"[{""id"":40,""name"":""Steve McClaren"",""nickname"":null,""dob"":""1961-05-03"",""country"":{""id"":68,""name"":""England""}}]",12,2,false,false,England,2015/2016,1
2018/2019,Regular Season,La Liga,available,24,Barcelona,217,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",901,Real Valladolid,"[{""id"":576,""name"":""Sergio González Soriano"",""nickname"":""Sergio"",""dob"":""1976-11-10"",""country"":{""id"":214,""name"":""Spain""}}]",342,,false,false,Spain,2018/2019,1
2015/2016,Regular Season,Serie A,available,15,Sampdoria,234,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",232,Sassuolo,"[{""id"":107,""name"":""Eusebio Di Francesco"",""nickname"":null,""dob"":""1969-09-08"",""country"":{""id"":112,""name"":""Italy""}}]",387,252,false,false,Italy,2015/2016,1
2021/2022,Regular Season,Indian Super league,available,11,Kerala Blasters,7283,"[{""id"":1000614,""name"":""Ivan Vukomanović"",""nickname"":null,""dob"":""1977-06-19"",""country"":{""id"":203,""name"":""Serbia""}}]",7289,Hyderabad,"[{""id"":503,""name"":""Manuel Márquez Roca"",""nickname"":""Manolo Márquez"",""dob"":""1968-09-07"",""country"":{""id"":214,""name"":""Spain""}}]",1000401,2479,false,false,India,2021/2022,1
2015/2016,Regular Season,Ligue 1,available,13,Bordeaux,146,"[{""id"":752,""name"":""Willy Sagnol"",""nickname"":null,""dob"":""1977-03-18"",""country"":{""id"":78,""name"":""France""}}]",129,AS Monaco,"[{""id"":427,""name"":""José Leonardo Nunes Alves Sousa Jardim"",""nickname"":""Leonardo Jardim"",""dob"":""1974-08-01"",""country"":{""id"":183,""name"":""Portugal""}}]",4812,92,false,false,France,2015/2016,1
2015/2016,Regular Season,Premier League,available,8,Crystal Palace,31,"[{""id"":382,""name"":""Alan Pardew"",""nickname"":null,""dob"":""1961-07-18"",""country"":{""id"":68,""name"":""England""}}]",27,West Bromwich Albion,"[{""id"":300,""name"":""Tony Pulis"",""nickname"":null,""dob"":""1958-01-16"",""country"":{""id"":249,""name"":""Wales""}}]",37,3,false,false,England,2015/2016,1
2015/2016,Regular Season,Premier League,available,12,Sunderland,41,"[{""id"":561,""name"":""Sam Allardyce"",""nickname"":null,""dob"":""1954-10-19"",""country"":{""id"":68,""name"":""England""}}]",25,Southampton,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",210,14,false,false,England,2015/2016,1
2014/2015,Regular Season,La Liga,available,28,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",220,Real Madrid,"[{""id"":414,""name"":""Carlo Ancelotti"",""nickname"":null,""dob"":""1959-06-10"",""country"":{""id"":112,""name"":""Italy""}}]",342,180,false,false,Spain,2014/2015,1
2015/2016,Regular Season,1. Bundesliga,available,24,Bayer Leverkusen,904,"[{""id"":3980,""name"":""Roger Schmidt"",""nickname"":null,""dob"":""1967-03-13"",""country"":{""id"":85,""name"":""Germany""}}]",176,Werder Bremen,"[{""id"":3055,""name"":""Viktor Skripnik"",""nickname"":null,""dob"":""1969-11-19"",""country"":{""id"":238,""name"":""Ukraine""}}]",377,236,false,false,Germany,2015/2016,1
2019/2020,Regular Season,FA Women's Super League,available,8,Arsenal WFC,968,"[{""id"":31,""name"":""Joseph Montemurro"",""nickname"":null,""dob"":""1969-09-13"",""country"":{""id"":14,""name"":""Australia""}}]",973,Bristol City WFC,"[{""id"":143,""name"":""Tanya Oxtoby"",""nickname"":null,""dob"":""1982-06-15"",""country"":{""id"":14,""name"":""Australia""}}]",456,567,false,false,England,2019/2020,1
2023,Group Stage,African Cup of Nations,available,1,Algeria,4898,"[{""id"":1000440,""name"":""Djamel Belmadi"",""nickname"":null,""dob"":""1976-03-25"",""country"":{""id"":4,""name"":""Algeria""}}]",4901,Angola,"[{""id"":1000419,""name"":""Pedro Valdemar Soares Gonçalves"",""nickname"":""Pedro Gonçalves"",""dob"":""1976-02-07"",""country"":{""id"":183,""name"":""Portugal""}}]",1001316,1003564,false,true,Africa,2023,1
2015/2016,Regular Season,Premier League,available,3,Sunderland,41,"[{""id"":453,""name"":""Dick Advocaat"",""nickname"":null,""dob"":""1947-09-27"",""country"":{""id"":160,""name"":""Netherlands""}}]",26,Swansea City,"[{""id"":270,""name"":""Garry Monk"",""nickname"":null,""dob"":""1979-03-06"",""country"":{""id"":68,""name"":""England""}}]",210,7,false,false,England,2015/2016,1
2018/2019,Regular Season,La Liga,available,2,Real Valladolid,901,"[{""id"":576,""name"":""Sergio González Soriano"",""nickname"":""Sergio"",""dob"":""1976-11-10"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",622,2602,false,false,Spain,2018/2019,1
2022,Round of 16,FIFA World Cup,available,4,Argentina,779,"[{""id"":5677,""name"":""Lionel Sebastián Scaloni"",""nickname"":null,""dob"":""1978-05-16"",""country"":{""id"":11,""name"":""Argentina""}}]",792,Australia,"[{""id"":5696,""name"":""Graham James Arnold"",""nickname"":null,""dob"":""1963-08-03"",""country"":{""id"":14,""name"":""Australia""}}]",1000793,367,false,true,International,2022,1
2015/2016,Regular Season,Serie A,available,19,Inter Milan,238,"[{""id"":2997,""name"":""Roberto Mancini"",""nickname"":null,""dob"":""1964-11-27"",""country"":{""id"":112,""name"":""Italy""}}]",232,Sassuolo,"[{""id"":107,""name"":""Eusebio Di Francesco"",""nickname"":null,""dob"":""1969-09-08"",""country"":{""id"":112,""name"":""Italy""}}]",388,262,false,false,Italy,2015/2016,1
2019/2020,Regular Season,FA Women's Super League,available,3,Manchester United,1475,"[{""id"":2926,""name"":""Casey Stoney"",""nickname"":null,""dob"":""1982-05-13"",""country"":{""id"":68,""name"":""England""}}]",966,Liverpool WFC,"[{""id"":623,""name"":""Victoria Jepson"",""nickname"":null,""dob"":""1987-02-23"",""country"":{""id"":68,""name"":""England""}}]",4979,894,false,false,England,2019/2020,1
2022,Group Stage,FIFA World Cup,available,3,Croatia,785,"[{""id"":307,""name"":""Zlatko Dalić"",""nickname"":null,""dob"":""1966-10-26"",""country"":{""id"":56,""name"":""Croatia""}}]",782,Belgium,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",1000793,8,false,true,International,2022,1
2020,Group Stage,UEFA Euro,available,2,Hungary,916,"[{""id"":3616,""name"":""Marco Rossi"",""nickname"":null,""dob"":""1964-09-09"",""country"":{""id"":112,""name"":""Italy""}}]",771,France,"[{""id"":545,""name"":""Didier Deschamps"",""nickname"":null,""dob"":""1968-10-15"",""country"":{""id"":78,""name"":""France""}}]",116551,1,false,true,Europe,2020,1
2015/2016,Regular Season,Ligue 1,available,16,Bastia,2736,"[{""id"":4493,""name"":""Ghislain Printant"",""nickname"":null,""dob"":""1961-05-03"",""country"":{""id"":78,""name"":""France""}}]",146,Bordeaux,"[{""id"":752,""name"":""Willy Sagnol"",""nickname"":null,""dob"":""1977-03-18"",""country"":{""id"":78,""name"":""France""}}]",29068,1950,false,false,France,2015/2016,1
2015/2016,Regular Season,Serie A,available,3,Sampdoria,234,"[{""id"":273,""name"":""Walter Zenga"",""nickname"":null,""dob"":""1960-04-28"",""country"":{""id"":112,""name"":""Italy""}}]",240,Bologna,"[{""id"":5445,""name"":""Delio Rossi"",""nickname"":null,""dob"":""1960-01-26"",""country"":{""id"":112,""name"":""Italy""}}]",387,1008249,false,false,Italy,2015/2016,1
2010/2011,Regular Season,La Liga,available,11,Barcelona,217,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",222,Villarreal,"[{""id"":4201,""name"":""Juan Carlos Garrido Fernández"",""nickname"":""Juan Garrido"",""dob"":""1969-03-29"",""country"":{""id"":214,""name"":""Spain""}}]",342,1012,false,false,Spain,2010/2011,1
2015/2016,Regular Season,Serie A,available,28,Genoa,233,"[{""id"":402,""name"":""Gian Piero Gasperini"",""nickname"":null,""dob"":""1958-01-26"",""country"":{""id"":112,""name"":""Italy""}}]",290,Empoli,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",387,252,false,false,Italy,2015/2016,1
2019/2020,Regular Season,FA Women's Super League,available,1,Bristol City WFC,973,"[{""id"":143,""name"":""Tanya Oxtoby"",""nickname"":null,""dob"":""1982-06-15"",""country"":{""id"":14,""name"":""Australia""}}]",965,Brighton & Hove Albion WFC,"[{""id"":149,""name"":""Hope Patricia Powell"",""nickname"":""Hope Powell"",""dob"":""1966-12-08"",""country"":{""id"":68,""name"":""England""}}]",32,937,false,false,England,2019/2020,1
2015/2016,Regular Season,Premier League,available,2,Sunderland,41,"[{""id"":453,""name"":""Dick Advocaat"",""nickname"":null,""dob"":""1947-09-27"",""country"":{""id"":160,""name"":""Netherlands""}}]",56,Norwich City,"[{""id"":41,""name"":""Alex Neil"",""nickname"":null,""dob"":""1981-06-09"",""country"":{""id"":201,""name"":""Scotland""}}]",210,12,false,false,England,2015/2016,1
2023,Group Stage,African Cup of Nations,available,3,Angola,4901,"[{""id"":1000419,""name"":""Pedro Valdemar Soares Gonçalves"",""nickname"":""Pedro Gonçalves"",""dob"":""1976-02-07"",""country"":{""id"":183,""name"":""Portugal""}}]",4921,Burkina Faso,"[{""id"":1000428,""name"":""Hubert Velud"",""nickname"":null,""dob"":""1959-06-08"",""country"":{""id"":78,""name"":""France""}}]",1000822,2591,false,true,Africa,2023,1
2015/2016,Regular Season,Ligue 1,available,2,Angers,145,"[{""id"":301,""name"":""Stéphane Moulin"",""nickname"":null,""dob"":""1967-08-04"",""country"":{""id"":78,""name"":""France""}}]",144,Nantes,"[{""id"":438,""name"":""Michel Der Zakarian"",""nickname"":null,""dob"":""1963-02-18"",""country"":{""id"":12,""name"":""Armenia""}}]",153,86,false,false,France,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,19,Guingamp,142,"[{""id"":434,""name"":""Jocelyn Gourvennec"",""nickname"":null,""dob"":""1972-03-22"",""country"":{""id"":78,""name"":""France""}}]",134,Rennes,"[{""id"":224,""name"":""Philippe Jacques William Montanier"",""nickname"":null,""dob"":""1964-11-15"",""country"":{""id"":78,""name"":""France""}}]",185,92,false,false,France,2015/2016,1
2015/2016,Regular Season,Premier League,available,13,Manchester City,36,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",24,Liverpool,"[{""id"":94,""name"":""Jürgen Klopp"",""nickname"":null,""dob"":""1967-06-16"",""country"":{""id"":85,""name"":""Germany""}}]",4715,3,false,false,England,2015/2016,1
2022/2023,Regular Season,Ligue 1,available,15,Paris Saint-Germain,131,"[{""id"":281,""name"":""Christophe Galtier"",""nickname"":null,""dob"":""1966-08-23"",""country"":{""id"":78,""name"":""France""}}]",167,Auxerre,"[{""id"":87,""name"":""Christophe Pélissier"",""nickname"":null,""dob"":""1965-10-05"",""country"":{""id"":78,""name"":""France""}}]",154,89,false,false,France,2022/2023,1
2015/2016,Regular Season,Ligue 1,available,13,Angers,145,"[{""id"":301,""name"":""Stéphane Moulin"",""nickname"":null,""dob"":""1967-08-04"",""country"":{""id"":78,""name"":""France""}}]",134,Rennes,"[{""id"":224,""name"":""Philippe Jacques William Montanier"",""nickname"":null,""dob"":""1964-11-15"",""country"":{""id"":78,""name"":""France""}}]",153,76,false,false,France,2015/2016,1
2015/2016,Regular Season,La Liga,available,31,Las Palmas,208,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",207,Valencia,"[{""id"":618,""name"":""Francisco Martín Ayestarán Barandiarán"",""nickname"":""Pako Ayestarán"",""dob"":""1963-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",357,1015,false,false,Spain,2015/2016,1
2015/2016,Regular Season,La Liga,available,12,Sporting Gijón,1041,"[{""id"":187,""name"":""Abelardo Fernández Antuña"",""nickname"":""Abelardo"",""dob"":""1970-04-19"",""country"":{""id"":214,""name"":""Spain""}}]",221,Levante UD,"[{""id"":677,""name"":""Joan Francesc Ferrer Sicilia"",""nickname"":""Rubí"",""dob"":""1970-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",4656,2692,false,false,Spain,2015/2016,1
2020/2021,Regular Season,FA Women's Super League,available,20,Manchester United,1475,"[{""id"":2926,""name"":""Casey Stoney"",""nickname"":null,""dob"":""1982-05-13"",""country"":{""id"":68,""name"":""England""}}]",749,Tottenham Hotspur Women,"[{""id"":5389,""name"":""Rehanne Skinner"",""nickname"":null,""dob"":""1979-11-13"",""country"":{""id"":68,""name"":""England""}}]",4979,1872,false,false,England,2020/2021,1
2015/2016,Regular Season,Serie A,available,36,AC Milan,243,"[{""id"":4424,""name"":""Cristian Brocchi"",""nickname"":null,""dob"":""1976-01-30"",""country"":{""id"":112,""name"":""Italy""}}]",291,Frosinone,"[{""id"":3282,""name"":""Roberto Stellone"",""nickname"":null,""dob"":""1977-07-22"",""country"":{""id"":112,""name"":""Italy""}}]",388,251,false,false,Italy,2015/2016,1
2018/2019,Regular Season,FA Women's Super League,available,10,West Ham United LFC,972,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",973,Bristol City WFC,"[{""id"":143,""name"":""Tanya Oxtoby"",""nickname"":null,""dob"":""1982-06-15"",""country"":{""id"":14,""name"":""Australia""}}]",4062,567,false,false,England,2018/2019,1
2011/2012,Regular Season,La Liga,available,28,Sevilla,213,"[{""id"":505,""name"":""José Miguel González Martín del Campo"",""nickname"":""Míchel"",""dob"":""1963-03-23"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",349,211,false,false,Spain,2011/2012,1
2015/2016,Regular Season,Serie A,available,29,Empoli,290,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",234,Sampdoria,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",621,249,false,false,Italy,2015/2016,1
2010/2011,Regular Season,La Liga,available,12,Almería,403,"[{""id"":4845,""name"":""Juan Manuel Lillo Díez"",""nickname"":""Juanma Lillo"",""dob"":""1965-11-03"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",4657,997,false,false,Spain,2010/2011,1
